han,bs,pinyin,middle_chinese,gloss
堇,kərʔ,jǐn,kj+nX,(a kind of vegetable)
謹,kərʔ,jǐn,kj+nX,"attentive, careful"
緊,C.qinʔ,jǐn,kjinX,tight
盡,tsinʔ,jǐn,tsinX,exhaust (v.)
盡,m-tsinʔ,jìn,dzinX,exhaust (v.)
燼,N-tsinʔ-s,jìn,dzinH,"ashes, combusted"
僅,grərs,jìn,ginH,barely
墐,grərs,jìn,ginH,plaster (v.)
墐,grərs,jìn,ginH,bury
饉,grərs,jìn,ginH,famine
慬,gər,jìn,gj+n,courageous
近,N-kərʔ,jìn,gj+nX,near
近,s-N-kərʔ-s,jìn,gj+nH,be near to (v.t.)
禁,krəms,jìn,kimH,prohibit
蓳,kərʔ,jìn,kj+nX,(kind of vegetable)
蓳,kərs,jìn,kj+nH,aconite
進,tsins,jìn,tsinH,advance (v.)
晉,tsins,jìn,tsinH,Jìn (place name)
鯨,graŋ,jīng,gjaeng,whale
莖,m-k-lˤreŋ,jīng,heang,stalk (n.)
經,k-lˤeŋ,jīng,keng,loom; regulate; norm
巠,k.lˤeŋ,jīng,keng,a vein of water (Shuōwén)
兢,krəŋ,jīng,king,cautious
京,kraŋ,jīng,kjaeng,hill; capital city
荊,kreŋ,jīng,kjaeng,briar
驚,kreŋ,jīng,kjaeng,be afraid
旌,tseŋ,jīng,tsjeng,"pennon, banner"
精,tseŋ,jīng,tsjeng,fine rice; pure
晶,tseŋ,jīng,tsjeng,"bright, limpid"
頸,m-keŋ,jǐng,gjieng,neck
剄,kˤeŋʔ,jǐng,kengX,cut the throat
景,C.qraŋʔ,jǐng,kjaengX,bright; image
景,C.qraŋʔ,jǐng,kjaengX,a kind of coat
境,kraŋʔ,jǐng,kjaengX,boundary
警,kreŋʔ,jǐng,kjaengX,"warn, admonish"
頸,keŋʔ,jǐng,kjiengX,neck
井,C.tseŋʔ,jǐng,tsjengX,well (n.)
丼,C.tseŋʔ,jǐng,tsjengX,a well
淨,N-tseŋs,jìng,dzjengH,clean (adj.)
淨,m-tseŋs,jìng,dzjengH,cleanse (v.t.)
競,m-kraŋʔ-s,jìng,gjaengH,strive; compete
脛,m-kʰˤeŋs,jìng,hengH,"leg, shank"
徑,kˤeŋs,jìng,kengH,small path
鏡,C.qraŋʔ-s,jìng,kjaengH,mirror
竟,kraŋʔ-s,jìng,kjaengH,"end, in the end"
敬,kreŋʔ-s,jìng,kjaengH,respectful
勁,keŋs,jìng,kjiengH,strong
坰,kˤʷeŋ,jiōng,kweng,region distant from capital
扃,kˤʷeŋ,jiōng,kweng,door bolt
褧,kʰˤʷeŋʔ,jiǒng,khwengX,unlined hemp garment
囧,k-mraŋʔ,jiǒng,kjwaengX,bright window
丩,kriw,jiū,kjiw,twist (v.)
摎,kriw,jiū,kjiw,"tie around, strangle"
樛,kriw,jiū,kjiw,down-curving (sc. branch)
樛,kriw,jiū,kjiw,twist (v.)
糾,kriwʔ,jiū,kjiwX,"plait, unite"
鳩,kru,jiū,kjuw,(a kind of bird)
究,kruʔ-s,jiū,kjuwH,scrutinize; go to the end
九,kuʔ,jiǔ,kjuwX,nine
久,kʷəʔ,jiǔ,kjuwX,a long time
灸,kʷəʔ,jiǔ,kjuwX,cauterize by burning tinder
韭,s.kruʔ,jiǔ,kjuwX,Allium
酒,tsuʔ,jiǔ,tsjuwX,wine
就,dzuks,jiù,dzjuwH,go to
臼,C.gʷəʔ,jiù,gjuwX,mortar
舅,gruʔ,jiù,gjuwX,mother's brother
咎,gruʔ,jiù,gjuwX,"fault, blame (n.)"
舊,N-kʷəʔ-s,jiù,gjuwH,old
柩,gʷəs,jiù,gjuwH,coffin (with corpse)
廄,kʷuʔ-s,jiù,kjuwH,stable (n.)
㝌,kʷəʔ-s,jiù,kjuwH,"suffering, distress"
救,s.krus,jiù,kjuwH,"help, save"
車,C.qra,jū,kjo,chariot
居,kra,jū,kjo,"squat; stay, dwell"
居,ka,jū,kjo,final particle
居,kras,jū,kjoH,dwelling
鞫,kruk,jū,kjuwk,exhaust; poverty
砠,tsʰa,jū,tshjo,rock covered with earth
雎,tsʰa,jū,tshjo,雎鳩 tshjo.kjuw an aquatic bird
鴡,tsʰa,jū,tshjo,鴡鳩 tshjo.kjuw an aquatic bird
且,tsa,jū,tsjo,[final particle]
娵,tso,jū,tsju,娵觜 *tso-tse (name of constellation)
局,N-kʰrok,jú,gjowk,"bent, curved"
局,grok,jú,gjowk,department
繘,C.qʷit,jú,kjwit,well-rope
橘,s.kʷit,jú,kjwit,orange (tangerine?)
狊,kˤʷek,jú,kwek,[place name]
鶪,kˤʷek,jú,kwek,shrike
鵙,kˤʷek,jú,kwek,shrike
沮,dzaʔ,jǔ,dzjoX,"stop, prevent"
舉,C.qraʔ,jǔ,kjoX,"lift, raise"
舉,kraʔ,jǔ,kjoX,all
筥,kraʔ,jǔ,kjoX,round basket
莒,k.raʔ,jǔ,kjoX,plant; place name
枸,kroʔ,jǔ,kjuX,(a kind of tree)
矩,krʷaʔ,jǔ,kjuX,carpenter's square
聚,m-tsʰoʔ,jù,dzjuX,bring together
聚,m-tsʰoʔ-s,jù,dzjuH,bring together
粔,N-kraʔ,jù,gjoX,cakes
遽,graks,jù,gjoH,post horse or carriage
醵,graks,jù,gjoH,subscription feast
具,gros,jù,gjuH,"arrange, provide"
懼,grʷaks,jù,gjuH,fear (v.)
據,kraks,jù,kjoH,grasp; depend on
鋸,kras,jù,kjoH,saw (n.)
俱,kro,jù,kju,"all, together"
句,kros,jù,kjuH,phrase
鞻,kros,jù,kjuH,"sandal, shoe"
屨,kros,jù,kjuH,"sandal, shoe"
足,tsoks,jù,tsjuH,replenish
卷,kronʔ,juǎn,kjwenX,roll (v.)
畎,C.qˤʷinʔ,juǎn,kwenX,small watering channels in fields
圈,gronʔ,juàn,gjwenX,enclosure for pigs
睠,krons,juàn,kjwenH,look on with affection
眷,krons,juàn,kjwenH,look on with affection
絹,kʷens,juàn,kjwienH,a kind of silk stuff
絕,dzot,jué,dzjwet,cut off
𧮫,gak,jué,gjak,interior of the mouth (Shuōwén)
倔,gut,jué,gjut,"strong, unyielding"
掘,gut,jué,gjut,dig out (earth)
掘,got,jué,gjwot,dig out (earth)
蹷,gʷat,jué,gjwot,"stumble, fall; trample"
玨,kˤrok,jué,kaewk,two pieces of jade
覺,kˤruk,jué,kaewk,be aware
蹻,krawʔ,jué,kjewX,martial
矍,C.qrʷak,jué,kjwak,anxious look
攫,C.qrʷak,jué,kjwak,seize
蹷,krʷats,jué,kjwejH,alert
蕨,Cə.kot,jué,kjwot,bracken (a kind of edible fern)
厥,kot,jué,kjwot,(3p possessive pronoun)
蹶,kʷat,jué,kjwot,"stumble, fall"
譎,C.qˤʷit,jué,kwet,treacherous; deceive
決,kˤʷet,jué,kwet,open a passage for a stream
決,kˤʷet,jué,kwet,open; decide
訣,kˤʷet,jué,kwet,farewell words
爵,tsewk,jué,tsjak,"nobility, rank"
君,C.qur,jūn,kjun,lord; ruler
軍,kʷər,jūn,kjun,army; camp
均,C.qʷin,jūn,kjwin,"even, equal"
鈞,C.qʷin,jūn,kjwin,weight of 30 jīn 斤
鈞,C.qʷin,jūn,kjwin,potter's wheel
麏,krun,jūn,kwin,fallow-deer
麕,krun,jūn,kwin,fallow-deer
麇,krun,jūn,kwin,fallow deer
郡,gurs,jùn,gjunH,district
菌,grunʔ,jùn,gwinX,mushroom
駿,tsurs,jùn,tswinH,fine horse
開,Nə.kʰˤəj,kāi,khoj,to open (v.i.)
開,kʰˤəj,kāi,khoj,to open (v.t.)
豈,C.qʰˤəjʔ,kǎi,khojX,"happy, pleasant"
凱,C.qʰˤəjʔ,kǎi,khojX,pleasant
愷,C.qʰˤəjʔ,kǎi,khojX,triumphal music; happy
塏,C.qʰˤəjʔ,kǎi,khojX,high and dry (place)
鎧,C.qʰˤəjʔ,kǎi,khojX,coat of mail
鎧,C.qʰˤəjʔ-s,kǎi,khojH,coat of mail
嘅,C.qʰˤəps,kǎi,khojH,sigh
慨,kʰˤəts,kài,khojH,disappointed
咳,kʰˤəks,kài,khojH,cough
欬,kʰˤəks,kài,khojH,cough
愾,qʰəps,kài,xj+jH,sigh; angry
看,kʰˤar,kān,khan,"to watch, guard"
堪,kʰˤəm,kān,khom,able to bear
戡,kʰˤəm,kān,khom,kill
竷,kʰomʔ,kǎn,khomX,(booming sound?)
坎,kʰˤomʔ,kǎn,khomX,pit (n.)
埳,kʰˤomʔ,kǎn,khomX,pit (n.)
欿,kʰˤomʔ,kǎn,khomX,insufficient
欿,kʰˤomʔ,kǎn,khomX,despondent
欿,kʰˤomʔ,kǎn,khomX,covet
𠪚,N-qʰˤəm,kǎn,ngim,precipitous
看,kʰˤars,kàn,khanH,gaze at
康,kʰˤaŋ,kāng,khang,empty
康,k-Cˤraŋ,kāng,khang,tranquil; at ease
抗,kʰˤaŋs,kàng,khangH,set up; oppose; protect
尻,kʰˤu,kāo,khaw,rump
丂,C.qʰˤuʔ,kǎo,khawX,to sob
考,k-Cˤruʔ,kǎo,khawX,old; deceased father
犒,kʰˤaws,kào,khawH,remunerate (soldiers) with food
柯,kˤar,kē,ka,axe-handle
薖,kʰˤʷaj,kē,khwa,great
可,kʰˤajʔ,kě,khaX,may; acceptable
渴,Nə.kʰˤat,kě,khat,thirsty
客,kʰˤrak,kè,khaek,guest
刻,kʰˤək,kè,khok,"cut, engrave"
克,kʰˤək,kè,khok,carry; able; dominate
肯,kʰˤəŋʔ,kěn,khongX,to be willing
牼,m-kʰˤreŋ,kēng,heang,shank bone
牼,kʰˤreŋ,kēng,kheang,shank bone
空,kʰˤoŋ,kōng,khuwng,"hollow, empty; hole"
恐,kʰroŋʔ,kǒng,khjowngX,fear
孔,kʰˤoŋʔ,kǒng,khuwngX,(surname)
空,kʰˤoŋʔ,kǒng,khuwngX,"hollow, empty; hole"
控,kʰˤoŋs,kòng,khuwngH,pull (on bow or reins)
口,kʰˤroʔ,kǒu,khuwX,mouth
叩,kʰˤroʔ,kǒu,khuwX,strike
寇,kʰˤros,kòu,khuwH,rob; robber
叩,kʰˤroʔ-s,kòu,khuwH,strike (v.)
枯,kʰˤa,kū,khu,"withered, dried up"
哭,kʰˤok,kū,khuwk,weep
堀,kʰˤut,kū,khwot,hole
窟,kʰˤut,kū,khwot,"cave, hole"
苦,kʰˤaʔ,kǔ,khuX,bitter
酷,kʰˤuk,kù,khowk,cruel
庫,kʰˤas,kù,khuH,arsenal; storehouse
袴,kʰˤʷas,kù,khuH,trousers
夸,kʰˤrʷa,kuā,khwae,boast
誇,kʰˤrʷa,kuā,khwae,boast
蒯,kʰˤruts,kuǎi,khweajH,a kind of rush
快,kʰˤrʷets,kuài,khwaejH,cheerful
噲,kʰrops,kuài,khwaejH,comfortable (room)
塊,kʰˤrujs,kuài,khweajH,"clod, lump"
塊,kʰˤujs,kuài,khwojH,clod; lump
膾,C.kˤops,kuài,kwajH,mince (v.)
巜,kˤops,kuài,kwajH,"watering channel, drain"
澮,kˤops,kuài,kwajH,"watering channel, drain"
鬠,kˤops,kuài,kwajH,bind the hair in a knot
會,kˤops,kuài,kwajH,calculate; calculation
寬,kʰˤʷan,kuān,khwan,"vast, wide"
匡,k-pʰaŋ,kuāng,khjwang,square basket
筐,k-pʰaŋ,kuāng,khjwang,square basket
狂,k-ɢʷaŋ,kuáng,gjwang,"mad, reckless"
曠,k-C-mˤaŋs,kuàng,khwangH,"desolate, waste"
壙,kʰˤʷaŋs,kuàng,khwangH,grave pit
曠,kʰˤʷaŋs,kuàng,khwangH,bright
纊,kʰˤʷaŋs,kuàng,khwangH,fine floss silk; quilted
況,C-maŋs,kuàng,xjwangH,"compare with, be equal to"
況,C-maŋs,kuàng,xjwangH,how much the more
虧,kʰrʷaj,kuī,khjwe,diminish
窺,kʰʷe,kuī,khjwie,"pry, spy (v.)"
葵,gʷij,kuí,gjwij,mallow
揆,gʷijʔ,kuí,gjwijX,"measure, estimate (v.)"
戣,grʷij,kuí,gwij,a kind of lance
頯,grʷu,kuí,gwij,"cheek bone, bones of the face"
逵,grʷu,kuí,gwij,thoroughfare
頄,grʷu,kuí,gwij,"cheek bone, bones of the face"
馗,grʷu,kuí,gwij,thoroughfare
睽,kʰˤʷij,kuí,khwej,"diverging, extraordinary"
魁,kʰˤuj,kuí,khwoj,great; principal; chief
魁,kʰˤuj,kuí,khwoj,spoon
魁,kʰˤuj,kuí,khwoj,mound
蕢,grujs,kuì,gwijH,basket
饋,grujs,kuì,gwijH,present of food (<food basket ?)
餽,grujs,kuì,gwijH,present (food) (v.)
潰,gˤʷəjs,kuì,hwojH,break through an embankment (of water)
喟,kʰˤrʷəts,kuì,khweajH,sigh
簣,kʰˤrujs,kuì,khweajH,basket
喟,kʰrʷəts,kuì,khwijH,sigh
愧,krujs,kuì,kwijH,ashamed
聵,ŋˤrujs,kuì,ngweajH,deaf
坤,kʰˤun,kūn,khwon,earth (trigram or hexagram)
昆,kˤun,kūn,kwon,elder brother
𥊽,kˤun,kūn,kwon,older brother
梱,kʰˤunʔ,kǔn,khwonX,(l. for 稇 khwonX 'bind (v.)' in Mòzǐ)
稇,kʰˤunʔ,kǔn,khwonX,"to bind, string together"
困,kʰˤuns,kùn,khwonH,obstruct; distress
擴,kʰˤʷak,kuò,khwak,widen
廓,kʰˤʷak,kuò,khwak,widen
闊,kʰˤot,kuò,khwat,契闊 khet.khwat hard-working (Ode 31.4)
闊,kʰˤʷat,kuò,khwat,widely apart
臘,C.rˤap,là,lap,winter sacrifice
蠟,k.rˤap,là,lap,wax
辣,mə.rˤat,là,lat,spicy-hot
剌,mə.rˤat,là,lat,wicked; spicy
拉,rˤəp,là,lop,break
𧳟,rˤə,lái,loj,kind of wild cat (pron. in  Chén 陳 and Chǔ 楚 ap. Fāngyán)
來,mə.rˤək,lái,loj,a kind of wheat
來,mə.rˤək,lái,loj,come
瀨,C.rˤats,lài,lajH,rapids
糲,rˤats,lài,lajH,dehusked but not polished grain
賴,rˤats,lài,lajH,depend on
籟,rˤats,lài,lajH,tube
賚,rˤəks,lài,lojH,"give, send"
瀾,rˤanʔ,,lanX,water in which rice has been washed
藍,Nk.rˤam,lán,lam,indigo
籃,k.rˤam,lán,lam,basket
闌,rˤan,lán,lan,railing
蘭,k.rˤan,lán,lan,orchid
婪,rˤəm,lán,lom,to covet
懶,Nək.rˤanʔ,lǎn,lanX,lazy
爛,rˤans,làn,lanH,cooked until soft
爤,rˤans,làn,lanH,cooked until soft
郎,C.rˤaŋ,láng,lang,young gentleman
浪,rˤaŋ,láng,lang,(name of a river)
狼,rˤaŋ,láng,lang,wolf
琅,rˤaŋ,láng,lang,(a kind of precious stone)
琅,rˤaŋ,láng,lang,琅邪 (name of a mountain in Shāndōng)
稂,rˤaŋ,láng,lang,weed in field of grain
廊,rˤaŋ,láng,lang,side-gallery
郎,rˤaŋ,láng,lang,double roof
俍,raŋ,láng,ljang,skillful
朗,k.rˤaŋʔ,lǎng,langX,bright
勞,rˤaw,láo,law,toil
老,C.rˤuʔ,lǎo,lawX,old
勞,rˤaws,lào,lawH,to reward for toil
𤻲,rˤawk,lè,lak,to cure
樂,rˤawk,lè,lak,to cure
樂,rˤawk,lè,lak,joy; enjoy
勒,rˤək,lè,lok,engrave
勒,rˤək,lè,lok,bridle
羸,roj,léi,ljwe,emaciated; weak
羸,roj,léi,ljwe,entangle
纍,ruj,léi,lwij,"to wind around, bind"
靁,C.rˤuj,léi,lwoj,thunder
雷,C.rˤuj,léi,lwoj,thunder
罍,rˤuj,léi,lwoj,"vase, jar"
累,roj,lěi,ljwe,rope (to tie s.o. up)
累,rojʔ,lěi,ljweX,accumulate
壘,rujʔ,lěi,lwijX,entrenchments
誄,rujʔ,lěi,lwijX,eulogy
肋,rˤək,lèi,lok,rib
淚,rəps,lèi,lwijH,tears (n.)
類,ruts,lèi,lwijH,category
率,ruts,lèi,lwijH,bird net
儽,rˤujs,lèi,lwojH,exhausted
犁,rˤij,lí,lej,plow
黎,rˤij,lí,lej,old
黎,rˤij,lí,lej,black
狸,rə,lí,li,"𧳏狸 *pə.[r]ə kind of wild cat (Jiāngnán pron. ap. Guō Pú, ca. 300 CE)"
釐,rə,lí,li,"regulate, govern"
貍,p.rə,lí,li,kind of wild cat
狸,p.rə,lí,li,"kind of wild cat (pron. west of the Hángǔ pass, ap. Fāngyán)"
棃,C.rəj,lí,lij,"pear tree, pear"
犁,rij,lí,lij,"plow (n., v.)"
離,raj,lí,lje,"meet with, encounter"
離,raj,lí,lje,depart from
罹,raj,lí,lje,drag into; trouble
纚,re,lí,lje,rope
秜,nrəj,lí,nrij,perennial rice
豊,rˤijʔ,lǐ,lejX,ritual vessel
禮,rˤijʔ,lǐ,lejX,"propriety, ceremony"
里,mə.rəʔ,lǐ,liX,li (measure of distance); village
李,C.rəʔ,lǐ,liX,plum
理,mə.rəʔ,lǐ,liX,cut jade; regulate
理,mə.rəʔ,lǐ,liX,reason; principle
裏,m.rəʔ,lǐ,liX,inside
鯉,mə.rəʔ,lǐ,liX,carp (n.)
轢,rˤawk,lì,lak,crush under wheels
糲,rˤat,lì,lat,dehusked but not polished grain
麗,rˤes,lì,lejH,symmetrical
戾,rˤets,lì,lejH,transgress
荔,rˤeps,lì,lejH,herb whose roots are made into brushes
隸,rˤəps,lì,lejH,subordinate
歷,rˤek,lì,lek,pass by; in turn
曆,rˤek,lì,lek,calculate (astronomically)
轢,rˤewk,lì,lek,crush under wheels
櫟,rˤewk,lì,lek,oak
礫,rˤewk,lì,lek,pebbles
䟏,rˤewk,lì,lek,move
䰜,k.rˤek,lì,lek,tripod with hollow legs
𩰲,k.rˤek,lì,lek,tripod with hollow legs
鬲,k.rˤek,lì,lek,tripod with hollow legs
吏,rəʔ-s,lì,liH,officer
利,C.rits,lì,lijH,sharp; profit
力,k.rək,lì,lik,strength
立,k.rəp,lì,lip,stand (v.)
笠,k.rəp,lì,lip,bamboo-splint hat
粒,p.rəp,lì,lip,grains of rice
栗,rit,lì,lit,chestnut tree
詈,C.rajs,lì,ljeH,revile
離,rajs,lì,ljeH,reject
厲,rats,lì,ljejH,cruel
厲,rats,lì,ljejH,grindstone
厲,rats,lì,ljejH,epidemic
礪,rats,lì,ljejH,grindstone
糲,rats,lì,ljejH,dehusked but not polished grain
蠣,mə.rats,lì,ljejH,stinging insect
䟏,Crewk,lì,syak,move (v.)
蓮,k.rˤen,lián,len,lotus fruit
憐,rˤiŋ,lián,len,love; pity
廉,krem,lián,ljem,frugal
蘞,ram,lián,ljem,(a kind of creeping plant)
廉,rem,lián,ljem,angle
磏,rem,lián,ljem,"sharp, keen"
鎌,rem,lián,ljem,sickle
簾,rem,lián,ljem,bamboo curtain
連,C.ran,lián,ljen,[surname]
連,ran,lián,ljen,connect in a row
漣,ran,lián,ljen,ripple; drip
斂,ramʔ,liǎn,ljemX,gather
練,rˤens,liàn,lenH,sized white silk
鍊,rˤens,liàn,lenH,refine (metal)
斂,rams,liàn,ljemH,dress a corpse
僆,k.rans,liàn,ljenH,chick
孌,ronʔ,liàn,ljwenX,beautiful
戀,rons,liàn,ljwenH,to long for
涼,C.raŋ,liáng,ljang,cold
良,raŋ,liáng,ljang,good
量,raŋ,liáng,ljang,measure (v.)
糧,raŋ,liáng,ljang,"grain, provisions"
粱,raŋ,liáng,ljang,"millet, sorghum, grain"
梁,raŋ,liáng,ljang,beam; bridge
兩,p.raŋʔ,liǎng,ljangX,a pair
量,raŋs,liàng,ljangH,measure (n.)
亮,raŋs,liàng,ljangH,brightness
諒,raŋs,liàng,ljangH,sincere; trust (v.)
僚,rˤew,liáo,lew,office or position
聊,rˤiw,liáo,lew,rely on
料,rˤews,liào,lewH,measure (v.)
尞,raws,liào,ljewH,burnt offering
獵,rap,liè,ljep,hunt
躐,rap,liè,ljep,trample
冽,C.rat,liè,ljet,"cold, raw"
列,ret,liè,ljet,tear apart; rank
烈,rat,liè,ljet,blazing; brilliant
裂,rat,liè,ljet,"to cut, split"
臨,p.rum,lín,lim,look down at
林,rəm,lín,lim,forest
淋,rəm,lín,lim,water (v.)
鄰,mə.rən,lín,lin,group of 5 families; neighbor
鱗,C.rən,lín,lin,scale of fish or reptile
粦,rən,lín,lin,will-o'-the wisp
凜,rəmʔ,lǐn,limX,cold
稟,p.rimʔ,lǐn,limX,rations
廩,p.rimʔ,lǐn,limX,granary
廩,p.rimʔ,lǐn,limX,fearful
吝,mə.rəns,lìn,linH,stingy
靈,rˤeŋ,líng,leng,supernatural
令,rˤiŋ,líng,leng,脊令 tsjek.leng (a kind of water bird)
零,rˤiŋ,líng,leng,"fall (v., of rain)"
夌,rəŋ,líng,ling,"mound, hill"
陵,rəŋ,líng,ling,"mound, hill"
凌,rəŋ,líng,ling,transgress; attack
凌,p.rəŋ,líng,ling,ice
令,riŋ,líng,ljeng,send (a person)
領,reŋʔ,lǐng,ljengX,neck
令,riŋs,lìng,ljengH,issue a command
鏐,riw,liú,ljiw,fine gold
留,C.ru,liú,ljuw,"stay, remain"
鏐,riw,liú,ljuw,fine gold
摎,riw,liú,ljuw,"tie around, strangle"
旒,ru,liú,ljuw,"pendants of banner, cap"
劉,mə.ru,liú,ljuw,kill; surname
流,ru,liú,ljuw,flow (v.)
柳,mə.ruʔ,liǔ,ljuwX,willow
翏,riws,liù,ljuwH,flying high (no pre-Han text)
六,k.ruk,liù,ljuwk,six
龍,mə.roŋ,lóng,ljowng,dragon
隆,ruŋ,lóng,ljuwng,sound of thunder
隆,ruŋ,lóng,ljuwng,high; ample; eminent
聾,C.rˤoŋ,lóng,luwng,deaf
籠,k.rˤoŋ,lóng,luwng,"cage, coop"
隴,roŋʔ,lǒng,ljowngX,mound
籠,k.rˤoŋʔ,lǒng,luwngX,basket; cage
婁,ro,lóu,lju,"drag, trail (v.)"
漏,Nə.rˤoks,lòu,luwH,leak (v.)
鏤,rˤos,lòu,luwH,carve
陋,rˤos,lòu,luwH,narrow; base (adj.)
廬,ra,lú,ljo,hut; inn; to lodge
蘆,C.rˤa,lú,lu,lúwěi 蘆葦 reed
𧆨,rˤa,lú,lu,(a kind of food vessel)
爐,rˤa,lú,lu,stove
鑪,rˤa,lú,lu,stove
虜,C.rˤaʔ,lǔ,luX,captive; imprison
魯,rˤaʔ,lǔ,luX,"dull, blunt, simple"
櫓,rˤaʔ,lǔ,luX,shield (n.)
鹵,rˤaʔ,lǔ,luX,salty (sc. land)
鹵,rˤaʔ,lǔ,luX,"rustic, coarse"
魯,r.ŋˤaʔ,lǔ,luX,(place name)
菉,rok,lù,ljowk,(name of a plant)
錄,rok,lù,ljowk,"inscribe, record"
戮,riwk,lù,ljuwk,kill
陸,ruk,lù,ljuwk,land (as opposed to water)
路,Cə.rˤaks,lù,luH,road
賂,rˤaks,lù,luH,wealth; present (v.)
露,p.rˤaks,lù,luH,dew; disclose
盝,rˤok,lù,luwk,draw off water
琭,rˤok,lù,luwk,precious stone
睩,rˤok,lù,luwk,look carefully
祿,rˤok,lù,luwk,blessing
㯟,rˤok,lù,luwk,wooded foot of mountain
鹿,mə.rˤok,lù,luwk,deer
彔,pə.rˤok,lù,luwk,carve wood (Shuōwén)
欒,mə.rˤon,luán,lwan,corners of the rim of an oval bell
鑾,mə.rˤon,luán,lwan,harness bells
欒,rˤon,luán,lwan,"emaciated, worn"
鸞,rˤon,luán,lwan,phoenix
䜌,mə.rˤon,luán,lwan,harness bells
孿,s.rons,luán,srjwenH,twins
孿,s.rons,luán,srwaenH,twins
卵,k.rˤorʔ,luǎn,lwaX,egg
卵,k.rˤorʔ,luǎn,lwanX,egg
𤔔,rˤons,luàn,lwanH,"disorder, rebellion"
亂,rˤons,luàn,lwanH,"disorder, rebellion"
論,run,lún,lwin,(in name of Lúnyǔ 論語)
倫,run,lún,lwin,relationship; order; category
輪,run,lún,lwin,wheel
綸,k.run,lún,lwin,woof; twist a cord
論,rˤun,lún,lwon,"discuss, examine"
論,rˤuns,lùn,lwonH,"discussion, discourse"
捋,rˤot,luō,lwat,"gather, pluck"
籮,C.rˤaj,luó,la,"hamper, basket (n.)"
羅,rˤaj,luó,la,a kind of net (on a handle?) (Shuōwén: 'bird net')
腡,k.rˤoj,luó,lwa,fingerprint [not in GSR]
螺,k.rˤoj,luó,lwa,"spiral, snail"
倮,rˤorʔ,luǒ,lwaX,"bare, naked"
裸,rˤorʔ,luǒ,lwaX,"bare, naked"
蠃,rˤorʔ,luǒ,lwaX,蜾蠃 kwaX.lwaX a kind of wasp
臝,rˤorʔ,luǒ,lwaX,果臝 kwaX.lwaX a kind of gourd
駱,rˤak,luò,lak,white horse with black mane
落,kə.rˤak,luò,lak,fall (v.)
濼,rˤawk,luò,lowk,(name of a river)
藘,ra,lǘ,ljo,rúlǘ < nyo-ljo < *na.la 'madder (plant)'
履,rijʔ,lǚ,lijX,tread on; sandal
儢,raʔ,lǚ,ljoX,sluggish; unenergetic
呂,raʔ,lǚ,ljoX,spine; pitch-pipe
旅,raʔ,lǚ,ljoX,military unit of 500 men; to go
縷,roʔ,lǚ,ljuX,thread
屢,roʔ-s,lǚ,ljuH,frequently
慮,ras,lǜ,ljoH,"think, consider"
綠,pə.rok,lǜ,ljowk,light blue or green
率,rut,lǜ,lwit,"norm, standard"
律,rut,lǜ,lwit,"law, rule (n.)"
律,rut,lǜ,lwit,不律 writing brush (pron. in Wú 吳 ap. Shuōwén; E. Hàn)
略,rak,lüè,ljak,draw a boundary; outline
麻,C.mˤraj,má,mae,hemp
馬,mˤraʔ,mǎ,maeX,horse
罵,C.mˤras,mà,maeH,"scold, revile"
埋,m.rˤə,mái,meaj,bury
薶,m.rˤə,mái,meaj,bury
霾,mˤrə,mái,meaj,whirlwind
買,mˤrajʔ,mǎi,meaX,buy
邁,mˤrats,mài,maejH,"proceed, march"
賣,mˤrajʔ-s,mài,meaH,sell
脈,C.mˤrik,mài,meak,vein
脉,C.mˤrik,mài,meak,vein
麥,mˤrək,mài,meak,wheat
蠻,mˤron,mán,maen,southern foreigner
瞞,mˤor,mán,man,be deceived
滿,mˤonʔ,mǎn,manX,full
慢,mˤrans,màn,maenH,disrespectful
曼,mˤans,màn,manH,distant
幔,mˤans,màn,manH,"curtain, tent"
漫,mˤans,màn,manH,"wide, limitless"
曼,mans,màn,mjonH,"extended, long"
盲,mˤraŋ,máng,maeng,blind
龍,mˤroŋ,máng,maewng,variegated
尨,mˤroŋ,máng,maewng,variegated
哤,mˤroŋ,máng,maewng,"mixed, disorderly"
駹,mˤroŋ,máng,maewng,variegated animal
厖,mˤroŋ,máng,maewng,"great, ample"
芒,mˤaŋ,máng,mang,"awn, beard of grain"
忙,mˤaŋ,máng,mang,flurried
鋩,maŋ,máng,mjang,sharp point of weapon
貓,C.mˤraw,māo,maew,cat
茅,C.mˤru,máo,maew,kind of grass; 'thatch'
毛,C.mˤaw,máo,maw,hair
旄,mˤaw,máo,maw,ox-tail pennon
矛,mru,máo,mjuw,a kind of lance
卯,mˤruʔ,mǎo,maewX,4th earthly branch
茆,mˤruʔ,mǎo,maewX,Brasenia
昴,mˤruʔ,mǎo,maewX,the Pleiades
貌,mˤrawks,mào,maewH,"appearance, manner"
瞀,mˤruk,mào,maewk,troubled eyesight
芼,mˤawks,mào,mawH,cull and cook
帽,mˤuks,mào,mawH,hat
冒,mˤuks,mào,mawH,to look down on; covetous
冒,mˤuks,mào,mawH,covering
媢,mˤuks,mào,mawH,jealous
貿,mrus,mào,muwH,barter (v.)
眉,mrər,méi,mij,eyebrow
梅,C.mˤə,méi,mwoj,plum tree
媒,C.mˤə,méi,mwoj,"match-maker, go-between"
煤,mˤə,méi,mwoj,soot; coal
枚,mˤəj,méi,mwoj,"stem, branch"
美,mrəjʔ,měi,mijX,beautiful
